# UNIPROT	ENSEMBL
Q9HCN4	ENSP00000384255
P62952	ENSP00000380320
Q14592	ENSP00000446167
O43151	ENSP00000386869
P62952	ENSP00000414973
Q8N3G9	ENSP00000330262
P0DMB1	ENSP00000436580
Q9HCN4	ENSP00000264718
Q14592	ENSP00000353491
Q9Y2H1	ENSP00000373684
P62952	ENSP00000397172
Q8NGC3	ENSP00000445383
Q96IK1	ENSP00000309644
Q9HCN4	ENSP00000476446
Q96IK1	ENSP00000285908
Q9Y5Y6	ENSP00000278742
Q9HCN4	ENSP00000484680
O95206	ENSP00000367177
Q9HCN4	ENSP00000412170
Q9HCN4	ENSP00000398115
O95206	ENSP00000341350
Q14680	ENSP00000441596
Q14680	ENSP00000439792
Q14680	ENSP00000443550
Q14680	ENSP00000437804
P01912	ENSP00000479406
P46663	ENSP00000216629
Q9UGI9	ENSP00000233944
Q86XR5	ENSP00000479855
Q86XR5	ENSP00000479082
Q9UGI9	ENSP00000436068
P46663	ENSP00000479276
Q8TD86	ENSP00000304643
Q9UH77	ENSP00000424828
Q2M3X9	ENSP00000429148
Q15744	ENSP00000206513
P35410	ENSP00000392071
P07333	ENSP00000286301
Q2M3X9	ENSP00000428248
Q9UGI9	ENSP00000397133
Q9NR31	ENSP00000362339
Q9NPB8	ENSP00000368305
Q9UH77	ENSP00000422099
Q9BQ49	ENSP00000433833
P07333	ENSP00000445282
Q8IUS5	ENSP00000359410
Q9NR31	ENSP00000362335
Q9UH77	ENSP00000312397
Q9NR31	ENSP00000362338
Q14644	ENSP00000335029
O00198	ENSP00000257572
Q9BQ49	ENSP00000469440
Q9NR31	ENSP00000399698
Q9BQ49	ENSP00000469962
P53609	ENSP00000404676
Q9BQ49	ENSP00000417147
P53609	ENSP00000368935
Q8NHP1	ENSP00000406430
Q86X02	ENSP00000336587
Q9H013	ENSP00000257527
Q9BQ49	ENSP00000471355
Q9H013	ENSP00000428654
P0C2L3	ENSP00000419867
P0C2L3	ENSP00000349336
Q9BQ49	ENSP00000469918
Q14679	ENSP00000375951
Q9NXG6	ENSP00000373235
Q9Y3D5	ENSP00000295491
P58401	ENSP00000301894
Q9NXG6	ENSP00000341422
P15018	ENSP00000249075
P15018	ENSP00000384450
P49841	ENSP00000264235
Q96QC0	ENSP00000407181
P49841	ENSP00000324806
Q9BZJ4	ENSP00000225308
Q9BV68	ENSP00000292363
Q86SQ4	ENSP00000230173
Q86SQ4	ENSP00000356580
Q86SQ4	ENSP00000296932
Q9BZC7	ENSP00000360666
Q86SQ4	ENSP00000356581
Q9BZJ4	ENSP00000366299
Q9BZJ4	ENSP00000467681
Q9NQ69	ENSP00000356361
Q9NQ69	ENSP00000356360
Q12770	ENSP00000265565
Q9NQ69	ENSP00000356357
Q14679	ENSP00000258398
P14621	ENSP00000378161
Q96CK0	ENSP00000293771
P51451	ENSP00000259089
Q8IXZ2	ENSP00000262577
Q8NEV1	ENSP00000473553
Q9UHD1	ENSP00000319255
Q8N339	ENSP00000369146
P01584	ENSP00000263341
Q6P9A2	ENSP00000227756
Q9UHD1	ENSP00000401080
P32119	ENSP00000301522
O14737	ENSP00000466214
O00115	ENSP00000222219
O14737	ENSP00000476525
Q9Y6P5	ENSP00000393762
Q9C0C6	ENSP00000355319
O75145	ENSP00000335614
Q9P2S2	ENSP00000366774
Q9Y6P5	ENSP00000306734
Q9Y6P5	ENSP00000349061
Q9P2S2	ENSP00000366782
O75145	ENSP00000473622
P39900	ENSP00000458585
Q14344	ENSP00000400717
Q9P2S2	ENSP00000265459
Q14344	ENSP00000439647
P29371	ENSP00000303325
P50221	ENSP00000321684
Q9H9G7	ENSP00000362287
P50221	ENSP00000377271
O14717	ENSP00000367030
P50221	ENSP00000328678
Q9H9G7	ENSP00000246314
O14717	ENSP00000417594
Q96SB4	ENSP00000362931
Q04725	ENSP00000262953
Q04725	ENSP00000468279
O95870	ENSP00000410347
Q04725	ENSP00000392427
Q9H310	ENSP00000441197
Q96RR1	ENSP00000309595
P41743	ENSP00000295797
Q2TBF2	ENSP00000448047
Q9Y2E8	ENSP00000354966
Q96RR1	ENSP00000359248
Q9Y2E8	ENSP00000416418
Q96SB4	ENSP00000391069
Q76M96	ENSP00000206423
Q14714	ENSP00000442893
Q76M96	ENSP00000411814
Q14714	ENSP00000396087
Q2TBF2	ENSP00000331933
Q14714	ENSP00000242729
Q2TBF2	ENSP00000447272
Q9UKV0	ENSP00000401669
A2RU14	ENSP00000436596
P15880	ENSP00000341885
Q9NQM4	ENSP00000361531
Q9NQM4	ENSP00000337757
Q92837	ENSP00000360060
Q9NQM4	ENSP00000441930
P28907	ENSP00000427277
Q9H4G4	ENSP00000367196
P57772	ENSP00000254730
P55291	ENSP00000289746
P61221	ENSP00000296577
Q9P0W2	ENSP00000328269
Q4JDL3	ENSP00000363459
P28907	ENSP00000226279
P48595	ENSP00000238508
P48595	ENSP00000479385
Q04725	ENSP00000413107
P28223	ENSP00000367959
Q04725	ENSP00000392869
Q9Y6B7	ENSP00000358582
Q8NGI7	ENSP00000302199
P28223	ENSP00000437737
Q8IVH4	ENSP00000281317
P28223	ENSP00000441861
O60831	ENSP00000451962
Q16602	ENSP00000376177
H3BRN8	ENSP00000456337
Q9UKV0	ENSP00000384382
Q08ER8	ENSP00000322545
Q13445	ENSP00000214869
Q9Y6B7	ENSP00000256658
A2A3K4	ENSP00000364509
Q8N9N7	ENSP00000326817
A2A3K4	ENSP00000288976
P01859	ENSP00000374987
A2RU14	ENSP00000434597
Q8N9N7	ENSP00000380319
Q8N9N7	ENSP00000455445
O75530	ENSP00000263360
A2RU14	ENSP00000279968
Q14165	ENSP00000228506
Q16602	ENSP00000386972
O94929	ENSP00000315841
O75530	ENSP00000315587
O75530	ENSP00000338186
A2RU14	ENSP00000436177
A2RU14	ENSP00000435526
A2RU14	ENSP00000433374
Q8TF40	ENSP00000309266
A2RU14	ENSP00000436162
O95972	ENSP00000252677
O94929	ENSP00000310309
O94929	ENSP00000425394
Q9HCX3	ENSP00000282286
Q9HCX3	ENSP00000375586
Q8TF40	ENSP00000421985
Q16602	ENSP00000387190
Q9NRQ2	ENSP00000347038
Q8TF40	ENSP00000425619
Q9NRQ2	ENSP00000415605
O94929	ENSP00000421183
Q9NRQ2	ENSP00000399315
Q15022	ENSP00000316578
O94929	ENSP00000430150
Q9UKV0	ENSP00000384657
Q9NRQ2	ENSP00000419040
Q9UKV0	ENSP00000395655
Q9UKV0	ENSP00000383912
Q9UKV0	ENSP00000410337
Q9UKV0	ENSP00000408617
P20036	ENSP00000427429
Q9UKV0	ENSP00000388568
Q9Y2P5	ENSP00000263093
Q9Y2P5	ENSP00000470368
Q9UKV0	ENSP00000430036
Q9ULE4	ENSP00000265018
P11172	ENSP00000232607
Q86UW9	ENSP00000322885
Q86UW9	ENSP00000390218
Q86UW9	ENSP00000411986
O75467	ENSP00000444812
Q86UW9	ENSP00000392545
O75467	ENSP00000196482
Q8N743	ENSP00000482580
Q8NA77	ENSP00000331500
P43630	ENSP00000481662
Q04900	ENSP00000402237
Q5T9Z0	ENSP00000356536
Q02080	ENSP00000402154
P10606	ENSP00000258424
Q7RTP6	ENSP00000416015
Q96KQ7	ENSP00000406110
Q04900	ENSP00000314177
Q04900	ENSP00000309376
Q96JE7	ENSP00000308339
Q96KQ7	ENSP00000400838
Q04900	ENSP00000275080
Q9Y6K1	ENSP00000264709
Q9H3J6	ENSP00000253233
Q9Y6K1	ENSP00000370122
Q7RTP6	ENSP00000383406
Q9Y6K1	ENSP00000324375
Q9H3J6	ENSP00000391513
Q04900	ENSP00000427546
Q9H3J6	ENSP00000390647
Q7RTP6	ENSP00000391827
Q7RTP6	ENSP00000372574
Q6UWZ7	ENSP00000369857
Q7RTP6	ENSP00000462033
P16662	ENSP00000304811
P17275	ENSP00000303315
Q8N4B5	ENSP00000319590
Q96KP4	ENSP00000325548
Q96KP4	ENSP00000462311
Q9Y6K1	ENSP00000384852
P62277	ENSP00000435777
P14678	ENSP00000370746
Q9NWS9	ENSP00000472802
P14678	ENSP00000412566
Q96KP4	ENSP00000325756
A6NGR9	ENSP00000479227
Q9UKP6	ENSP00000323516
P08684	ENSP00000337915
Q8NFR7	ENSP00000283233
O43829	ENSP00000349503
O43829	ENSP00000383009
Q8NFR7	ENSP00000386583
O43829	ENSP00000484129
Q9NWS0	ENSP00000262265
O43829	ENSP00000478971
Q99612	ENSP00000419923
Q9NWS0	ENSP00000470445
Q7Z5B4	ENSP00000333988
Q99612	ENSP00000419079
P49959	ENSP00000325863
Q9BQA5	ENSP00000318085
Q99612	ENSP00000445301
P49959	ENSP00000385614
P11488	ENSP00000232461
P49959	ENSP00000326094
Q96G79	ENSP00000327133
P11488	ENSP00000387555
O96002	ENSP00000386149
Q96G79	ENSP00000424566
Q96G79	ENSP00000479255
Q9BQA5	ENSP00000436815
Q13946	ENSP00000385632
Q8N983	ENSP00000315364
P17516	ENSP00000369814
Q99946	ENSP00000396427
Q13277	ENSP00000338562
Q13946	ENSP00000368730
P17516	ENSP00000263126
Q99946	ENSP00000411183
Q13946	ENSP00000379881
Q7L266	ENSP00000400057
Q8N983	ENSP00000359262
Q6P2D8	ENSP00000339918
Q13277	ENSP00000433248
O60516	ENSP00000308472
Q8N983	ENSP00000299179
Q9ULQ1	ENSP00000335300
Q8N983	ENSP00000359256
Q9ULQ1	ENSP00000448083
Q7L266	ENSP00000301776
Q8N983	ENSP00000315948
Q8N983	ENSP00000359254
Q9H1Q7	ENSP00000353868
Q9P2B7	ENSP00000409964
A6NKP2	ENSP00000473474
Q9P2B7	ENSP00000423312
Q8N983	ENSP00000339844
Q7Z5B4	ENSP00000344904
Q9UK73	ENSP00000307298
Q7Z5B4	ENSP00000308820
Q9H1Q7	ENSP00000349334
Q6P2D8	ENSP00000319303
Q9NS18	ENSP00000356409
Q9BXS1	ENSP00000277517
Q9NS18	ENSP00000356410
Q9H425	ENSP00000355623
O60765	ENSP00000337122
Q9H425	ENSP00000428172
Q9H425	ENSP00000430967
Q9Y3S2	ENSP00000262990
P24394	ENSP00000379111
Q8WV16	ENSP00000351147
Q6P2D8	ENSP00000435838
Q7Z5B4	ENSP00000395320
P24394	ENSP00000441667
Q7Z5B4	ENSP00000404415
Q5VT66	ENSP00000355877
Q9BZR9	ENSP00000302120
Q9NZV6	ENSP00000355084
Q8WV16	ENSP00000377781
Q9ULQ1	ENSP00000438125
Q8WV16	ENSP00000426178
Q8WV16	ENSP00000452131
P21128	ENSP00000229003
O15455	ENSP00000296795
P21128	ENSP00000397679
P24394	ENSP00000170630
P21128	ENSP00000445004
O15455	ENSP00000423684
P30968	ENSP00000226413
Q6DHY5	ENSP00000456861
P30968	ENSP00000397561
O43307	ENSP00000253401
Q8TB73	ENSP00000369014
O43307	ENSP00000485369
Q9NZJ0	ENSP00000355958
O94888	ENSP00000296328
Q86XD8	ENSP00000339484
O43307	ENSP00000485626
Q9Y303	ENSP00000293971
Q9Y303	ENSP00000307481
Q9Y303	ENSP00000391596
Q9NW82	ENSP00000265107
Q6PDB4	ENSP00000343625
Q6PDB4	ENSP00000406318
Q8N7X8	ENSP00000321249
Q8N7X8	ENSP00000480286
A7E2V4	ENSP00000474748
Q8N831	ENSP00000417919
P52294	ENSP00000343701
Q5SVZ6	ENSP00000352920
Q08211	ENSP00000356520
A7E2V4	ENSP00000381693
Q5SVZ6	ENSP00000362427
Q9BQB4	ENSP00000301691
Q11203	ENSP00000355341
Q11203	ENSP00000354748
Q8N7S2	ENSP00000296097
Q5SVZ6	ENSP00000482579
Q8N7S2	ENSP00000384305
Q8N475	ENSP00000305334
Q8N7S2	ENSP00000385533
Q8N475	ENSP00000368462
O00463	ENSP00000261464
Q9Y3Y4	ENSP00000302327
Q8N475	ENSP00000389270
Q12864	ENSP00000027335
Q9Y3Y4	ENSP00000457777
O00463	ENSP00000355971
O00463	ENSP00000336825
Q12864	ENSP00000401468
Q6ZWJ1	ENSP00000365530
Q13426	ENSP00000342011
Q9UII4	ENSP00000264350
Q6ZWJ1	ENSP00000381427
Q13426	ENSP00000379344
Q9ULZ3	ENSP00000247470
Q13426	ENSP00000421491
Q9ULZ3	ENSP00000340441
Q13426	ENSP00000282268
P11117	ENSP00000256997
O60235	ENSP00000283916
Q9BQ95	ENSP00000270517
Q9BQ95	ENSP00000252440
Q9BQ95	ENSP00000412712
P34981	ENSP00000430711
Q9BQ95	ENSP00000466559
Q9H9H4	ENSP00000267202
P34981	ENSP00000309818
Q0VAM2	ENSP00000425393
O60931	ENSP00000046640
Q0VAM2	ENSP00000264400
O60931	ENSP00000371294
Q0VAM2	ENSP00000338437
Q9UPS8	ENSP00000365255
Q8NGT9	ENSP00000386175
P0CG41	ENSP00000417289
A6NI03	ENSP00000332969
Q96LP6	ENSP00000446908
Q8NCP5	ENSP00000408079
Q5SWA1	ENSP00000356156
A6NNP5	ENSP00000369193
Q8NCP5	ENSP00000433457
Q8TAM1	ENSP00000376946
Q8NCP5	ENSP00000434177
A6NNP5	ENSP00000425252
O75437	ENSP00000349494
Q96ED9	ENSP00000380785
Q9ULI0	ENSP00000238789
Q96ED9	ENSP00000264827
A6NNP5	ENSP00000426174
A6NNP5	ENSP00000239860
A6NNP5	ENSP00000427495
Q11203	ENSP00000317192
A6NNP5	ENSP00000369191
A6NNP5	ENSP00000239859
Q11203	ENSP00000355201
Q8WZ92	ENSP00000480613
Q92905	ENSP00000350512
Q96LP6	ENSP00000447908
Q15937	ENSP00000362446
Q16698	ENSP00000220764
Q8TAC9	ENSP00000406547
Q96LP6	ENSP00000367353
Q8TAC9	ENSP00000455313
P47895	ENSP00000332256
P05412	ENSP00000360266
P23786	ENSP00000360541
P49207	ENSP00000378162
Q8TAC9	ENSP00000355387
Q16698	ENSP00000429779
P49207	ENSP00000423983
P49207	ENSP00000378160
Q8N5H7	ENSP00000362374
P49207	ENSP00000423316
P49207	ENSP00000378163
Q9BYT3	ENSP00000416750
Q8N5H7	ENSP00000388536
Q8N5H7	ENSP00000317817
Q9BYT3	ENSP00000320754
Q9BYT3	ENSP00000379905
Q14997	ENSP00000384211
Q9C091	ENSP00000269218
P50453	ENSP00000370074
Q9C091	ENSP00000464162
Q8NGR5	ENSP00000259466
Q8N5H7	ENSP00000394632
Q8N5H7	ENSP00000362373
Q9C091	ENSP00000412060
P29034	ENSP00000357697
Q9NVF9	ENSP00000356169
Q9NVF9	ENSP00000356170
P29034	ENSP00000473260
Q8NDX6	ENSP00000409463
O75179	ENSP00000351416
P29034	ENSP00000357699
P29034	ENSP00000357698
O75112	ENSP00000485500
O75179	ENSP00000427151
Q7Z5A4	ENSP00000401701
O75112	ENSP00000361136
Q9HCU0	ENSP00000308117
O75179	ENSP00000332265
O75112	ENSP00000355296
Q9Y3N9	ENSP00000388144
Q8NDY8	ENSP00000367865
Q8NDY8	ENSP00000311122
O75112	ENSP00000485389
O75112	ENSP00000361126
O75112	ENSP00000263066
Q96KE9	ENSP00000376337
Q96KE9	ENSP00000418150
O75112	ENSP00000401437
Q96KE9	ENSP00000443091
Q96KE9	ENSP00000329361
Q9UL62	ENSP00000262839
Q9H172	ENSP00000481728
Q9H172	ENSP00000479253
O00453	ENSP00000412276
Q9H172	ENSP00000484289
P27361	ENSP00000263025
Q9H204	ENSP00000237380
Q9NT99	ENSP00000471502
P48643	ENSP00000280326
Q9NT99	ENSP00000373853
P27361	ENSP00000378628
Q9Y6T7	ENSP00000385780
P27361	ENSP00000378625
Q9Y6T7	ENSP00000386066
P27361	ENSP00000327293
P51003	ENSP00000216277
Q96F63	ENSP00000269967
P23560	ENSP00000389345
Q9Y6T7	ENSP00000382260
P23560	ENSP00000437138
O00453	ENSP00000392949
Q9Y673	ENSP00000239891
Q9UP79	ENSP00000257359
Q9Y673	ENSP00000390533
P23560	ENSP00000379309
P23560	ENSP00000432727
P23560	ENSP00000349084
P59537	ENSP00000431719
P23560	ENSP00000400502
P23560	ENSP00000432376
P23560	ENSP00000435564
P04198	ENSP00000281043
Q96K62	ENSP00000346603
Q96K62	ENSP00000469089
Q96K62	ENSP00000473072
P23560	ENSP00000379307
P23560	ENSP00000414303
P23560	ENSP00000435805
O00750	ENSP00000356155
P23560	ENSP00000379305
P23560	ENSP00000379302
Q7RTU0	ENSP00000455444
P23560	ENSP00000432035
P23560	ENSP00000320002
P23560	ENSP00000379304
P49796	ENSP00000363255
P23560	ENSP00000389564
Q5T750	ENSP00000357764
P48643	ENSP00000423052
Q12816	ENSP00000173898
O75310	ENSP00000387683
Q8IZP0	ENSP00000365340
Q8ND94	ENSP00000325808
P51003	ENSP00000450437
O75310	ENSP00000477842
O14519	ENSP00000261692
Q8IXW0	ENSP00000478197
Q12816	ENSP00000318278
P06870	ENSP00000301420
Q08ET2	ENSP00000354090
P51858	ENSP00000349878
P59542	ENSP00000375091
P51858	ENSP00000357192
Q12816	ENSP00000364162
Q12816	ENSP00000382641
Q7Z7M8	ENSP00000312700
O14519	ENSP00000442502
O14519	ENSP00000442565
Q96PG8	ENSP00000404503
O14519	ENSP00000440729
Q5SSQ6	ENSP00000387942
Q6UY14	ENSP00000358037
Q6AHZ1	ENSP00000479684
Q96PG8	ENSP00000300880
Q8WYP5	ENSP00000355464
O14519	ENSP00000438561
Q8WYP5	ENSP00000355465
Q12816	ENSP00000364181
O15389	ENSP00000473238
O14519	ENSP00000479982
O15389	ENSP00000455510
Q9BXH1	ENSP00000341155
P51858	ENSP00000357189
Q9BXH1	ENSP00000395862
Q6AHZ1	ENSP00000485614
Q6AHZ1	ENSP00000481657
P51858	ENSP00000443120
Q12816	ENSP00000405126
Q15046	ENSP00000325448
P20849	ENSP00000349790
Q15046	ENSP00000303043
P20849	ENSP00000315252
Q8IZP0	ENSP00000365312
Q11203	ENSP00000361437
Q8IZP0	ENSP00000352114
Q11203	ENSP00000435603
Q11203	ENSP00000361444
Q8IZP0	ENSP00000365309
Q11203	ENSP00000354657
Q96P56	ENSP00000380088
Q8IZP0	ENSP00000365336
Q8IZP0	ENSP00000365308
Q11203	ENSP00000361442
Q7Z5P4	ENSP00000305438
P49796	ENSP00000312844
Q7Z5P4	ENSP00000333300
Q8IZP0	ENSP00000365310
Q9NUM3	ENSP00000452385
Q6UY14	ENSP00000358034
Q96P56	ENSP00000389746
P49796	ENSP00000340284
P27635	ENSP00000358832
Q96P56	ENSP00000321463
Q9NUM3	ENSP00000336887
Q8IZY5	ENSP00000453153
P20849	ENSP00000359527
P27635	ENSP00000341730
P52895	ENSP00000370129
P49796	ENSP00000420356
Q9NUM3	ENSP00000450639
P22059	ENSP00000263847
Q00796	ENSP00000267814
Q9NUM3	ENSP00000451833
Q6UY14	ENSP00000358035
P10620	ENSP00000379513
Q6UY14	ENSP00000271643
Q00796	ENSP00000453904
P52895	ENSP00000408440
P49796	ENSP00000363249
Q96LB2	ENSP00000305766
Q11203	ENSP00000361441
Q11203	ENSP00000361440
Q11203	ENSP00000361443
Q11203	ENSP00000361447
P49796	ENSP00000436168
P10620	ENSP00000438308
P27635	ENSP00000413436
P25788	ENSP00000216455
Q11203	ENSP00000435018
Q11203	ENSP00000431700
P10620	ENSP00000379510
Q11203	ENSP00000434876
Q11203	ENSP00000432682
P80370	ENSP00000340292
Q11203	ENSP00000432965
Q76KD6	ENSP00000366690
Q11203	ENSP00000435621
P10620	ENSP00000010404
P10620	ENSP00000379512
Q11203	ENSP00000432071
P80370	ENSP00000331081
Q76KD6	ENSP00000387613
Q11203	ENSP00000437293
Q11203	ENSP00000329755
Q11203	ENSP00000434378
Q9NYV8	ENSP00000441949
Q99726	ENSP00000233535
P25788	ENSP00000390491
Q8NBQ5	ENSP00000351035
P49796	ENSP00000482612
P49796	ENSP00000378141
P49796	ENSP00000259406
Q8IZP0	ENSP00000440101
Q8IZP0	ENSP00000365307
Q8IZP0	ENSP00000279599
Q9Y3B2	ENSP00000359939
Q6NS38	ENSP00000343021
Q309B1	ENSP00000460272
Q5VUJ6	ENSP00000325091
Q99706	ENSP00000482206
Q5UAW9	ENSP00000366628
Q5VUJ6	ENSP00000439366
Q309B1	ENSP00000461386
Q6NS38	ENSP00000398181
Q6NS38	ENSP00000399820
Q309B1	ENSP00000463750
Q6ZWK6	ENSP00000348639
Q309B1	ENSP00000379030
P01100	ENSP00000306245
Q16378	ENSP00000438046
Q6NS38	ENSP00000478765
Q309B1	ENSP00000403648
P01100	ENSP00000442268
P01100	ENSP00000452590
Q16378	ENSP00000228811
Q8N1G0	ENSP00000336620
Q15777	ENSP00000388258
Q53R12	ENSP00000303028
Q15777	ENSP00000350833
Q8N1G0	ENSP00000319829
O75064	ENSP00000354597
Q10587	ENSP00000385256
Q6UWV2	ENSP00000278949
Q10587	ENSP00000266304
Q11203	ENSP00000439634
Q6UWV2	ENSP00000432106
Q6UWV2	ENSP00000393594
Q6DWJ6	ENSP00000458791
P51460	ENSP00000321724
P51460	ENSP00000369017
Q96BT1	ENSP00000295896
Q08397	ENSP00000261921
Q11203	ENSP00000330463
Q11203	ENSP00000333494
Q11203	ENSP00000316999
Q11203	ENSP00000262915
Q11203	ENSP00000335633
Q11203	ENSP00000361449
P50613	ENSP00000256443
Q8IZD0	ENSP00000329144
P20963	ENSP00000354782
P20963	ENSP00000375969
Q2M2I8	ENSP00000386456
Q8IZD0	ENSP00000424474
P14416	ENSP00000278597
Q2M2I8	ENSP00000385181
Q6I9Y2	ENSP00000295899
Q9UMD9	ENSP00000340937
Q9UMD9	ENSP00000358748
Q13618	ENSP00000264414
Q5HYR2	ENSP00000334501
Q96BI3	ENSP00000358105
Q5THJ4	ENSP00000478104
P14416	ENSP00000354859
Q5HYR2	ENSP00000362633
Q5THJ4	ENSP00000482233
Q13618	ENSP00000387200
P14416	ENSP00000442172
Q13618	ENSP00000386525
P14416	ENSP00000438215
A6NKC9	ENSP00000327846
Q5HYR2	ENSP00000362632
Q96BI3	ENSP00000353380
Q9C0B9	ENSP00000269499
Q86TW2	ENSP00000238561
Q9Y5M8	ENSP00000418401
Q16878	ENSP00000250535
Q13618	ENSP00000343601
Q9C0B9	ENSP00000464791
O75356	ENSP00000335246
Q96BI3	ENSP00000397473
Q8TE58	ENSP00000299164
Q86TW2	ENSP00000339663
Q14155	ENSP00000325994
C9JI98	ENSP00000416154
P47901	ENSP00000356094
P08913	ENSP00000280155
Q96B26	ENSP00000374354
Q15771	ENSP00000435189
Q15771	ENSP00000434974
Q15771	ENSP00000260056
Q04743	ENSP00000450962
P13942	ENSP00000372565
Q15771	ENSP00000435089
Q04743	ENSP00000474874
Q8N9Y4	ENSP00000478207
Q8N9Y4	ENSP00000479410
P13942	ENSP00000410284
Q8N9Y4	ENSP00000478780
Q17RF5	ENSP00000311307
P13942	ENSP00000449275
Q17RF5	ENSP00000406925
P13942	ENSP00000447864
Q9UPW6	ENSP00000401112
P24903	ENSP00000333534
Q15771	ENSP00000478702
P24903	ENSP00000471416
Q8NGZ5	ENSP00000326349
Q96R54	ENSP00000355441
Q9UPW6	ENSP00000260926
P01229	ENSP00000221421
Q9UPW6	ENSP00000388581
Q8NGN2	ENSP00000431914
Q9UPW6	ENSP00000405420
P61619	ENSP00000243253
Q8TBQ9	ENSP00000424707
P61619	ENSP00000411445
Q9UPW6	ENSP00000483287
A6NHA9	ENSP00000329056
Q16548	ENSP00000267953
Q16548	ENSP00000335250
P49767	ENSP00000480043
Q6ZR08	ENSP00000312554
Q6ZR08	ENSP00000295937
Q9BY64	ENSP00000334276
Q9BY64	ENSP00000427399
Q8N628	ENSP00000355443
Q8N628	ENSP00000479757
Q8NGZ4	ENSP00000326301
Q9H313	ENSP00000481601
Q9H313	ENSP00000480769
O60336	ENSP00000397570
O75911	ENSP00000480439
P43364	ENSP00000347358
Q9P2E3	ENSP00000360817
Q8NGZ3	ENSP00000352717
Q9P2E3	ENSP00000379412
Q8NH81	ENSP00000477445
O60336	ENSP00000393099
Q2MJR0	ENSP00000466568
O60336	ENSP00000426154
Q2MJR0	ENSP00000345405
Q7RTX1	ENSP00000331867
P80723	ENSP00000319281
Q14571	ENSP00000370744
P80723	ENSP00000482066
Q7RTX1	ENSP00000312558
O95406	ENSP00000216416
Q9H313	ENSP00000484881
Q76FK4	ENSP00000401177
Q14571	ENSP00000242737
Q96JK4	ENSP00000330601
P02730	ENSP00000262418
Q0IIM8	ENSP00000349781
Q6ZNR0	ENSP00000413192
Q96JK4	ENSP00000349757
O95479	ENSP00000366620
Q9NSY2	ENSP00000304032
Q0IIM8	ENSP00000310675
Q63HN8	ENSP00000324392
P02787	ENSP00000385834
Q6ZNR0	ENSP00000375859
Q6ZNR0	ENSP00000407003
Q6ZNR0	ENSP00000405647
Q6ZNR0	ENSP00000437779
Q9NSY2	ENSP00000317519
Q712K3	ENSP00000263228
Q6ZNR0	ENSP00000348750
Q9UQ84	ENSP00000355506
Q5T7P3	ENSP00000353203
Q8N8J7	ENSP00000310182
Q9UQ84	ENSP00000430251
Q5W0A0	ENSP00000298738
Q86SP6	ENSP00000374390
Q5T751	ENSP00000475270
Q08345	ENSP00000383337
Q08345	ENSP00000383336
Q9UQ84	ENSP00000311873
Q5T749	ENSP00000475216
Q08345	ENSP00000383339
O95551	ENSP00000367440
Q08345	ENSP00000383338
Q08345	ENSP00000383334
Q5T753	ENSP00000357760
Q5T753	ENSP00000357759
Q08345	ENSP00000479195
Q08345	ENSP00000449255
Q08345	ENSP00000449238
Q5T754	ENSP00000334187
Q5T752	ENSP00000316737
Q15018	ENSP00000298492
Q10713	ENSP00000360782
O15389	ENSP00000470259
O43909	ENSP00000220562
O15389	ENSP00000415200
Q9H649	ENSP00000318986
Q14155	ENSP00000364888
Q14155	ENSP00000397068
Q68CR1	ENSP00000382767
Q68CR1	ENSP00000264868
Q14155	ENSP00000364875
O15173	ENSP00000296425
O15173	ENSP00000429301
Q68CR1	ENSP00000425438
Q14155	ENSP00000364891
P18075	ENSP00000379204
Q14155	ENSP00000364893
O15173	ENSP00000481886
A5PLN7	ENSP00000426835
Q9BYU5	ENSP00000375238
P04908	ENSP00000303373
Q9P243	ENSP00000427831
P28290	ENSP00000388731
P28290	ENSP00000314669
Q13519	ENSP00000301908
P10646	ENSP00000376172
Q13519	ENSP00000430145
Q9P243	ENSP00000367069
Q76FK4	ENSP00000441140
A5PLN7	ENSP00000227065
A5PLN7	ENSP00000427155
A5PLN7	ENSP00000424380
O94913	ENSP00000298281
P62917	ENSP00000378378
Q96JB2	ENSP00000258654
P10646	ENSP00000386344
Q76FK4	ENSP00000441300
Q96JB2	ENSP00000481332
P10646	ENSP00000342306
Q9P1Z3	ENSP00000458364
A5PLN7	ENSP00000348732
Q9P243	ENSP00000428483
Q9Y230	ENSP00000473172
Q9P0U3	ENSP00000394791
P10646	ENSP00000233156
Q9NYV9	ENSP00000375095
Q10713	ENSP00000416702
Q9P0U3	ENSP00000450076
Q9P243	ENSP00000429091
Q9UBY8	ENSP00000328182
Q9P0U3	ENSP00000447328
Q9Y587	ENSP00000438170
P62917	ENSP00000262584
P62917	ENSP00000433464
P22674	ENSP00000422485
Q8N423	ENSP00000480302
P22674	ENSP00000282572
Q9BWV1	ENSP00000418663
Q9Y587	ENSP00000216366
Q9Y587	ENSP00000334484
Q96SU4	ENSP00000360779
Q9BWV1	ENSP00000273395
Q9Y587	ENSP00000450768
Q8TCY5	ENSP00000382684
Q9Y587	ENSP00000482876
Q9Y587	ENSP00000477631
Q676U5	ENSP00000375872
Q9Y587	ENSP00000322508
Q8TCY5	ENSP00000306697
Q8TCY5	ENSP00000343661
Q8IWZ3	ENSP00000354085
Q676U5	ENSP00000362625
P36952	ENSP00000372221
Q8IWZ3	ENSP00000378212
P36952	ENSP00000467158
Q99550	ENSP00000475489
Q9BSJ8	ENSP00000377612
Q96PX9	ENSP00000283426
