# UNIPROT	ENSEMBL
Q9H7Z6	ENSP00000456933
Q15119	ENSP00000481915
Q9H7Z6	ENSP00000406037
Q9BSG5	ENSP00000326253
Q9C0B6	ENSP00000354481
Q9NVH0	ENSP00000386915
Q5QJE6	ENSP00000411010
Q9NVH0	ENSP00000386762
Q9H944	ENSP00000265350
Q9NVH0	ENSP00000386632
Q8N5M1	ENSP00000417190
Q9H7Z6	ENSP00000219797
Q9NVH0	ENSP00000386839
P01861	ENSP00000374985
Q9H944	ENSP00000386816
Q9NVH0	ENSP00000313140
Q8NGC4	ENSP00000302437
Q96QC0	ENSP00000413554
Q96HY6	ENSP00000346483
Q9BSG5	ENSP00000416375
Q5SYE7	ENSP00000394546
Q5SYE7	ENSP00000344672
Q8ND83	ENSP00000419730
P55055	ENSP00000396151
P55055	ENSP00000253727
Q9BSG5	ENSP00000376925
Q8ND83	ENSP00000418707
Q16696	ENSP00000332679
P55055	ENSP00000471194
P31277	ENSP00000249504
O15440	ENSP00000333926
Q14050	ENSP00000341640
Q5VV42	ENSP00000367873
Q92544	ENSP00000381104
O15460	ENSP00000384999
Q5VV42	ENSP00000274695
Q5VV42	ENSP00000481755
Q9H777	ENSP00000269466
O94830	ENSP00000380352
Q8IVS8	ENSP00000418951
Q8IVS8	ENSP00000389175
O15460	ENSP00000368379
Q96BM0	ENSP00000480235
Q8IVS8	ENSP00000419008
O15212	ENSP00000378563
O15440	ENSP00000416840
Q8IVS8	ENSP00000301965
O15440	ENSP00000376358
O15212	ENSP00000363734
P57052	ENSP00000383421
O15440	ENSP00000371934
O94830	ENSP00000429932
Q5SQ64	ENSP00000364992
Q6UX73	ENSP00000420566
Q8WWX0	ENSP00000296525
O15460	ENSP00000166534
O15212	ENSP00000363738
Q6UX73	ENSP00000324672
Q8WWX0	ENSP00000422877
O15460	ENSP00000353772
O15440	ENSP00000265586
O15212	ENSP00000363735
Q9H5Z6	ENSP00000374524
Q9H5Z6	ENSP00000386895
Q9Y4H2	ENSP00000365016
Q8N7A1	ENSP00000352282
Q12955	ENSP00000280772
Q8ND83	ENSP00000351507
Q9H5Z6	ENSP00000243806
Q6P1L6	ENSP00000278772
O94830	ENSP00000429017
P58505	ENSP00000291691
Q6P1L6	ENSP00000370652
Q8ND83	ENSP00000314443
Q12955	ENSP00000362933
Q6P1L6	ENSP00000351188
Q6P1L6	ENSP00000483851
Q03060	ENSP00000363858
P55317	ENSP00000250448
O15460	ENSP00000368394
O15460	ENSP00000368398
Q12955	ENSP00000347436
O75319	ENSP00000272444
Q12955	ENSP00000425236
P23677	ENSP00000260386
Q6UWB4	ENSP00000333003
Q6UWB4	ENSP00000430459
Q13356	ENSP00000334553
Q6UX41	ENSP00000231229
Q13356	ENSP00000381812
Q9BT73	ENSP00000288607
Q68CZ2	ENSP00000312143
Q9BT73	ENSP00000384799
Q9BT73	ENSP00000252329
P16619	ENSP00000482487
Q96FC7	ENSP00000362987
P27539	ENSP00000247005
Q96FC7	ENSP00000423634
Q96FC7	ENSP00000362985
Q9GZU0	ENSP00000367359
Q14140	ENSP00000326933
Q9GZU0	ENSP00000367342
Q15646	ENSP00000257570
Q15646	ENSP00000341125
Q68CZ2	ENSP00000389285
Q13356	ENSP00000384299
Q8WUW1	ENSP00000432472
Q15646	ENSP00000479512
Q68CZ2	ENSP00000388318
Q8WVN6	ENSP00000269389
Q96PV6	ENSP00000318374
Q5T4T1	ENSP00000368737
Q8N2R8	ENSP00000371397
Q6UX41	ENSP00000342197
Q6UX41	ENSP00000383543
O43280	ENSP00000264029
Q6UX41	ENSP00000424585
Q99683	ENSP00000351908
Q6UX41	ENSP00000425207
Q9Y617	ENSP00000317606
Q5HYL7	ENSP00000384234
P42679	ENSP00000378481
P18510	ENSP00000387210
Q66K64	ENSP00000254337
Q9Y617	ENSP00000365773
Q5HYL7	ENSP00000438368
O43280	ENSP00000381020
Q96FS4	ENSP00000436269
Q5HYL7	ENSP00000406460
Q6UX41	ENSP00000435098
O95237	ENSP00000426761
Q01974	ENSP00000364860
Q6UX41	ENSP00000483717
Q5VZB9	ENSP00000319651
P18510	ENSP00000354816
O95237	ENSP00000337224
Q8WTS6	ENSP00000274031
Q96HQ2	ENSP00000394183
Q96HQ2	ENSP00000378456
P18510	ENSP00000259206
P33240	ENSP00000362063
Q96FS4	ENSP00000377771
P18510	ENSP00000329072
P18510	ENSP00000387173
Q7L985	ENSP00000369328
Q8TEJ3	ENSP00000309186
Q96FS4	ENSP00000377774
Q7L985	ENSP00000479634
Q9UK17	ENSP00000358711
Q7L985	ENSP00000310126
Q9Y5T4	ENSP00000368523
O94826	ENSP00000284320
P57775	ENSP00000359149
P42679	ENSP00000308734
Q9UHW9	ENSP00000290209
Q9UK17	ENSP00000319591
Q9UK17	ENSP00000306923
P42679	ENSP00000378485
Q8NEA4	ENSP00000362756
Q8NEA4	ENSP00000283946
Q9GZX5	ENSP00000243644
P42679	ENSP00000483213
Q7Z6J8	ENSP00000358762
Q86TZ1	ENSP00000417788
Q9UHW9	ENSP00000380819
P14210	ENSP00000222390
Q9UHW9	ENSP00000454168
Q9UHW9	ENSP00000346112
P14210	ENSP00000391238
P14210	ENSP00000389854
P14210	ENSP00000408270
Q86TZ1	ENSP00000267368
P14210	ENSP00000413829
A1YPR0	ENSP00000439781
A1YPR0	ENSP00000468782
A1YPR0	ENSP00000468254
Q9HB03	ENSP00000359022
Q9UHW9	ENSP00000387725
Q9UHW9	ENSP00000380814
Q15121	ENSP00000353660
Q15121	ENSP00000357055
Q8WZ59	ENSP00000291934
Q9UHW9	ENSP00000453473
Q9UHW9	ENSP00000452776
Q8IZ73	ENSP00000323288
Q8IZ73	ENSP00000453036
P57764	ENSP00000433209
Q15776	ENSP00000475589
Q86VH5	ENSP00000355187
P57764	ENSP00000262580
P20073	ENSP00000362012
Q03060	ENSP00000346804
P20073	ENSP00000362010
Q03060	ENSP00000419924
Q03060	ENSP00000265372
A1YPR0	ENSP00000467877
Q96N66	ENSP00000344377
P33402	ENSP00000431245
Q9NP85	ENSP00000356587
Q03060	ENSP00000337138
Q9NP85	ENSP00000356588
Q03060	ENSP00000363866
P33402	ENSP00000282249
Q9Y606	ENSP00000392451
Q15776	ENSP00000402948
P33402	ENSP00000344874
Q15776	ENSP00000332750
O00330	ENSP00000389404
Q15776	ENSP00000439117
O00330	ENSP00000227868
Q9Y606	ENSP00000365837
O00330	ENSP00000415695
Q03060	ENSP00000420511
Q03060	ENSP00000345384
O75364	ENSP00000359019
O75364	ENSP00000439383
Q03060	ENSP00000354593
Q96N66	ENSP00000245615
Q03060	ENSP00000379225
Q96N66	ENSP00000375634
Q03060	ENSP00000418336
P46782	ENSP00000470114
P05023	ENSP00000295598
Q03060	ENSP00000341875
P51168	ENSP00000345751
P46782	ENSP00000472985
Q9NR99	ENSP00000217939
P51168	ENSP00000302874
P46782	ENSP00000196551
Q03060	ENSP00000417807
Q5T5N4	ENSP00000230301
Q03060	ENSP00000420681
Q96N66	ENSP00000410503
P05023	ENSP00000358508
Q03060	ENSP00000417460
P05023	ENSP00000445306
Q9Y4X1	ENSP00000475028
Q03060	ENSP00000349387
Q9Y4X1	ENSP00000474383
P09525	ENSP00000377833
Q03060	ENSP00000419075
P0CJ71	ENSP00000382856
Q03060	ENSP00000417562
Q03060	ENSP00000419810
O60313	ENSP00000354681
Q03060	ENSP00000417327
O60313	ENSP00000376233
Q03060	ENSP00000363860
Q03060	ENSP00000409220
A8MZG2	ENSP00000401335
Q9Y2X8	ENSP00000222402
O60292	ENSP00000222345
Q9BUR4	ENSP00000397219
Q8NFP4	ENSP00000402584
Q9BUR4	ENSP00000324203
Q9BUR4	ENSP00000411061
Q8NFP4	ENSP00000422042
O75153	ENSP00000458986
O60343	ENSP00000366863
Q9BUR4	ENSP00000379727
P15884	ENSP00000348374
O60343	ENSP00000395986
O60343	ENSP00000366852
P15884	ENSP00000455763
P15884	ENSP00000457649
Q9ULD6	ENSP00000334003
P08107	ENSP00000375391
O75153	ENSP00000388872
O95868	ENSP00000364985
P08833	ENSP00000275525
Q8IZP6	ENSP00000267291
Q9ULD6	ENSP00000426287
Q9ULD6	ENSP00000421995
M0QZC1	ENSP00000470441
Q8N1D5	ENSP00000477802
Q8IZ83	ENSP00000293350
P15884	ENSP00000346440
P15884	ENSP00000455135
Q99732	ENSP00000459533
P15884	ENSP00000409447
Q99732	ENSP00000397958
P15884	ENSP00000439656
Q99732	ENSP00000340118
P15884	ENSP00000445202
Q99732	ENSP00000459138
Q8IZ83	ENSP00000410142
P15884	ENSP00000440731
Q99732	ENSP00000461667
P43490	ENSP00000222553
Q99732	ENSP00000461813
Q8TBY0	ENSP00000424500
Q8TBY0	ENSP00000281722
Q8TBY0	ENSP00000422813
Q92844	ENSP00000259075
Q99732	ENSP00000481589
Q99732	ENSP00000483114
Q6PRD7	ENSP00000457380
Q99732	ENSP00000371231
Q12901	ENSP00000385163
Q92844	ENSP00000376505
Q12901	ENSP00000270014
Q12901	ENSP00000465691
Q8WYR4	ENSP00000291536
P05120	ENSP00000299502
Q8WYR4	ENSP00000381395
Q12901	ENSP00000481677
O00458	ENSP00000005558
Q9UKJ0	ENSP00000391748
P05120	ENSP00000401645
Q969H4	ENSP00000354609
A8MYA2	ENSP00000480355
P15884	ENSP00000439827
Q8IUX4	ENSP00000309749
Q6AW86	ENSP00000337473
Q92844	ENSP00000385983
P15884	ENSP00000441562
Q6AW86	ENSP00000438930
A2RRL7	ENSP00000380727
P48960	ENSP00000351413
Q8IUX4	ENSP00000370977
O00458	ENSP00000384477
A2RRL7	ENSP00000390407
A2RRL7	ENSP00000393891
A2RRL7	ENSP00000401570
P48960	ENSP00000349918
P48960	ENSP00000242786
Q96A44	ENSP00000311609
Q7Z5L9	ENSP00000355569
P01019	ENSP00000355627
Q7Z5L9	ENSP00000355568
O00458	ENSP00000483255
O00458	ENSP00000439188
Q8TDT2	ENSP00000310255
Q68CJ9	ENSP00000078445
Q5U5Q3	ENSP00000385610
Q68CJ9	ENSP00000469355
Q6UWF9	ENSP00000406553
Q68CJ9	ENSP00000472399
Q14938	ENSP00000380781
Q6UWF9	ENSP00000395467
Q9Y4X1	ENSP00000425497
Q6UWF9	ENSP00000342336
Q68CJ9	ENSP00000470119
O94806	ENSP00000368356
Q9UKJ0	ENSP00000415775
Q13451	ENSP00000349811
Q13595	ENSP00000297071
Q14938	ENSP00000467512
Q13451	ENSP00000444810
Q13451	ENSP00000441205
Q13451	ENSP00000442340
Q9NUC0	ENSP00000355979
Q96PV0	ENSP00000403636
Q14938	ENSP00000466389
Q14938	ENSP00000468794
Q96PV0	ENSP00000412475
O94806	ENSP00000234179
Q14938	ENSP00000467785
Q00973	ENSP00000341562
Q9UKJ0	ENSP00000477365
Q8N9H8	ENSP00000340474
E0CX11	ENSP00000425996
Q00973	ENSP00000401601
Q9BVK2	ENSP00000299626
P23942	ENSP00000230381
Q00973	ENSP00000450303
O15213	ENSP00000363746
Q00973	ENSP00000448500
P50391	ENSP00000379066
P15884	ENSP00000455179
P15884	ENSP00000457765
P50391	ENSP00000480883
Q9UBY9	ENSP00000310111
Q86SG3	ENSP00000371751
P50391	ENSP00000363431
Q9BVK2	ENSP00000365326
P15884	ENSP00000455261
P15884	ENSP00000454366
Q969H4	ENSP00000363371
Q13595	ENSP00000376290
Q9H6X4	ENSP00000312615
Q13595	ENSP00000441116
Q13595	ENSP00000480822
P15884	ENSP00000455418
Q9BUP3	ENSP00000436548
Q9UBY9	ENSP00000419477
P15884	ENSP00000456125
Q8N9H8	ENSP00000431859
P15884	ENSP00000455984
Q86SG3	ENSP00000389300
Q96H55	ENSP00000480242
P15884	ENSP00000454647
Q9H6X4	ENSP00000438439
Q9BVK2	ENSP00000480742
Q9H6X4	ENSP00000377455
Q6MZM9	ENSP00000426249
Q6MZM9	ENSP00000343172
P40337	ENSP00000256474
P40337	ENSP00000344757
Q9UJF2	ENSP00000356621
Q96H55	ENSP00000478355
Q9UJF2	ENSP00000420558
Q9NPJ3	ENSP00000230048
Q9NPJ3	ENSP00000445552
Q13409	ENSP00000339430
Q8N661	ENSP00000321038
Q13409	ENSP00000380308
Q6UW88	ENSP00000411898
Q6UW88	ENSP00000330375
Q7Z4V0	ENSP00000333571
Q7Z4V0	ENSP00000354663
Q7Z4V0	ENSP00000445461
Q9NZC3	ENSP00000261386
P09923	ENSP00000295463
Q13409	ENSP00000386522
Q13409	ENSP00000423339
Q8NGR9	ENSP00000362792
A5D8V6	ENSP00000301765
Q13409	ENSP00000386397
Q86XP0	ENSP00000290472
Q13409	ENSP00000386591
Q13409	ENSP00000386415
Q6UW88	ENSP00000426550
Q6UW88	ENSP00000425890
Q13409	ENSP00000386886
Q6UW88	ENSP00000426678
P04440	ENSP00000407674
Q6UW88	ENSP00000426630
Q9BUP3	ENSP00000397752
Q96LI6	ENSP00000340971
Q6UW88	ENSP00000424392
Q9BUP3	ENSP00000387876
Q9Y2L5	ENSP00000283351
Q96LI6	ENSP00000372303
Q8TDX6	ENSP00000411816
P15884	ENSP00000478549
Q9BUP3	ENSP00000392985
Q9UNM6	ENSP00000436186
Q8TDX6	ENSP00000330805
Q8NG92	ENSP00000340748
Q8TE56	ENSP00000268070
P53618	ENSP00000249923
Q96LI6	ENSP00000306549
Q9BUP3	ENSP00000394259
Q8TDX6	ENSP00000381084
Q8TDX6	ENSP00000429809
Q7Z4V0	ENSP00000387546
Q7Z4V0	ENSP00000406934
Q7Z4V0	ENSP00000413060
Q9BUP3	ENSP00000432338
P53618	ENSP00000397873
Q7Z4V0	ENSP00000412363
Q8TDX6	ENSP00000428216
Q9BUP3	ENSP00000432107
P02647	ENSP00000364469
P02647	ENSP00000352471
P02647	ENSP00000364472
P02647	ENSP00000236850
Q9UNM6	ENSP00000396937
B2RXF5	ENSP00000450673
Q5MJ07	ENSP00000364661
B2RXF5	ENSP00000409107
P01210	ENSP00000324248
P01210	ENSP00000400894
Q9P2E5	ENSP00000035307
Q9NQS7	ENSP00000378295
Q9BZI1	ENSP00000372056
Q9NQS7	ENSP00000278849
Q9BZI1	ENSP00000307006
Q9NZN5	ENSP00000349056
P49286	ENSP00000257068
O75954	ENSP00000011898
Q9NY97	ENSP00000305595
Q9NZN5	ENSP00000380942
Q9HD20	ENSP00000291503
Q9NY97	ENSP00000384692
O75954	ENSP00000444799
Q8NGR8	ENSP00000306607
P36269	ENSP00000263112
P36269	ENSP00000330080
Q92521	ENSP00000164305
P36269	ENSP00000381340
Q9UPR6	ENSP00000262961
Q7L2Z9	ENSP00000337289
Q9UPR6	ENSP00000388974
Q9P1F3	ENSP00000356632
P16233	ENSP00000358223
Q9UPR6	ENSP00000388567
O14815	ENSP00000271971
Q8IXI1	ENSP00000321971
Q8N6R0	ENSP00000355393
O94885	ENSP00000356437
O14815	ENSP00000346538
Q969P6	ENSP00000328835
Q8N6R0	ENSP00000356711
Q86TY3	ENSP00000267485
Q8N6R0	ENSP00000354920
Q8IYR6	ENSP00000364013
P48634	ENSP00000387477
Q32M78	ENSP00000467723
Q96LA6	ENSP00000351039
Q32M78	ENSP00000311596
Q9HD20	ENSP00000349877
Q8IVC4	ENSP00000306756
P48634	ENSP00000408226
Q12983	ENSP00000357625
Q96LA6	ENSP00000357158
Q96LA6	ENSP00000418130
P08048	ENSP00000372525
Q7L7V1	ENSP00000284690
O75150	ENSP00000325677
P08048	ENSP00000393908
Q8TF71	ENSP00000357844
P52740	ENSP00000254166
P08048	ENSP00000155093
O00453	ENSP00000396533
Q96MT7	ENSP00000295868
O75150	ENSP00000350563
Q02535	ENSP00000363689
Q96MT7	ENSP00000377428
Q9Y691	ENSP00000483415
Q9Y4X1	ENSP00000424478
P35251	ENSP00000261424
Q5VWP3	ENSP00000425142
P35251	ENSP00000371321
P42574	ENSP00000311032
Q96EY7	ENSP00000254630
P42574	ENSP00000428929
Q9Y4X1	ENSP00000286604
Q6NYC8	ENSP00000482578
Q5VWP3	ENSP00000274897
Q5GFL6	ENSP00000376708
Q9Y4X1	ENSP00000387888
Q6NYC8	ENSP00000382150
Q5GFL6	ENSP00000473752
Q9NWM0	ENSP00000344595
Q5VWP3	ENSP00000359913
Q9NTI2	ENSP00000371070
O00453	ENSP00000383123
Q6NYC8	ENSP00000274853
Q6NYC8	ENSP00000480270
Q8NGR6	ENSP00000485577
Q8NGR6	ENSP00000485111
Q5VWP3	ENSP00000426290
Q2M2I3	ENSP00000263266
Q9UKG4	ENSP00000297282
Q15612	ENSP00000297913
Q9NWM0	ENSP00000307252
Q8TAT6	ENSP00000331487
Q9NWM0	ENSP00000278795
Q9NWM0	ENSP00000341775
Q9NWM0	ENSP00000368773
Q9NWM0	ENSP00000478305
Q8TAT6	ENSP00000363879
Q8N690	ENSP00000345768
O14949	ENSP00000367939
Q03014	ENSP00000282728
Q8NH94	ENSP00000362790
O14949	ENSP00000367936
Q8N690	ENSP00000365499
Q8N690	ENSP00000365492
O14949	ENSP00000367934
Q9H5I5	ENSP00000303316
Q99712	ENSP00000331698
Q99712	ENSP00000381911
Q9H5I5	ENSP00000443129
Q99712	ENSP00000381905
Q9H5I5	ENSP00000463094
Q99712	ENSP00000381904
Q9H5I5	ENSP00000421377
Q8N966	ENSP00000318222
Q969P6	ENSP00000428369
Q969P6	ENSP00000429169
Q99712	ENSP00000381907
Q99712	ENSP00000479100
Q99712	ENSP00000484960
Q969P6	ENSP00000429181
Q8NH93	ENSP00000302863
Q7Z7J9	ENSP00000364219
O75382	ENSP00000433102
Q99598	ENSP00000355599
O75382	ENSP00000340797
Q9Y4F1	ENSP00000322926
Q9UHC7	ENSP00000255977
Q9Y4F1	ENSP00000365765
Q9Y691	ENSP00000408252
Q9Y691	ENSP00000397483
Q9Y691	ENSP00000407592
Q68DN1	ENSP00000386190
Q9Y691	ENSP00000351068
O75382	ENSP00000445460
O75382	ENSP00000352508
Q9BUL9	ENSP00000317691
Q8IYW2	ENSP00000357575
Q92609	ENSP00000253692
O95864	ENSP00000257261
Q92609	ENSP00000398127
Q8IYW2	ENSP00000357574
O95864	ENSP00000429500
Q9UHC7	ENSP00000417863
Q92609	ENSP00000402935
A6NI28	ENSP00000298815
Q8NC69	ENSP00000384948
O95864	ENSP00000278840
Q8TDM5	ENSP00000312774
Q8NC69	ENSP00000417490
O95864	ENSP00000431091
Q9UHC7	ENSP00000416369
Q8NC69	ENSP00000347188
P43628	ENSP00000482830
P07225	ENSP00000377783
Q8IUH4	ENSP00000400113
Q8IUH4	ENSP00000382288
Q15784	ENSP00000306754
Q96M27	ENSP00000296666
Q15116	ENSP00000480684
Q96M27	ENSP00000392873
Q96M27	ENSP00000421965
Q6STE5	ENSP00000262188
Q9P1W3	ENSP00000298351
Q9H7T0	ENSP00000256343
Q6STE5	ENSP00000376558
P05162	ENSP00000215886
P05109	ENSP00000357721
P05109	ENSP00000357722
Q7L190	ENSP00000335306
Q86TI4	ENSP00000335522
Q9Y5Z6	ENSP00000376456
B9A064	ENSP00000431254
B9A064	ENSP00000434368
Q86TI4	ENSP00000417512
Q86TI4	ENSP00000419162
Q9HC16	ENSP00000385057
Q96CX3	ENSP00000379363
Q96CX3	ENSP00000482632
P35237	ENSP00000369891
Q9HC16	ENSP00000413376
Q8NEG4	ENSP00000330432
Q96BX8	ENSP00000349575
Q8NEG4	ENSP00000476600
Q96BX8	ENSP00000466249
Q96D05	ENSP00000362376
Q93084	ENSP00000380234
Q7L2K0	ENSP00000355022
Q93084	ENSP00000380229
P55318	ENSP00000304004
P17405	ENSP00000340409
P49327	ENSP00000304592
Q9HB63	ENSP00000340998
Q93084	ENSP00000353072
Q9HB63	ENSP00000339436
Q7L2K0	ENSP00000456478
Q93084	ENSP00000301387
Q9HB63	ENSP00000444432
Q93084	ENSP00000380236
Q9HB63	ENSP00000447292
O76095	ENSP00000271843
P17405	ENSP00000435350
Q6STE5	ENSP00000349254
O76095	ENSP00000349069
Q93084	ENSP00000312577
O76095	ENSP00000357578
O76095	ENSP00000395250
Q9NZA1	ENSP00000185206
Q9NZA1	ENSP00000344165
P35237	ENSP00000369896
P30511	ENSP00000393535
P35237	ENSP00000369901
P35237	ENSP00000369912
Q9NZA1	ENSP00000439195
Q86SG5	ENSP00000357718
O14669	ENSP00000246794
P35237	ENSP00000369919
Q86SG5	ENSP00000357717
Q86SG5	ENSP00000329008
P35237	ENSP00000338358
Q5T1B0	ENSP00000356590
Q16832	ENSP00000356899
Q16832	ENSP00000356898
A6NM45	ENSP00000438400
Q00975	ENSP00000277551
Q00975	ENSP00000360423
Q9H0K4	ENSP00000221538
O00411	ENSP00000465759
P52849	ENSP00000310657
Q8N1M1	ENSP00000329064
Q9BSM1	ENSP00000233630
P52849	ENSP00000299641
Q8N6C8	ENSP00000482971
Q8N1M1	ENSP00000433213
Q8N1M1	ENSP00000332413
Q8TBC4	ENSP00000354340
Q8TBC4	ENSP00000340041
Q5VZ66	ENSP00000298622
Q8NFD2	ENSP00000306678
P04179	ENSP00000442920
Q8N1M1	ENSP00000449548
Q5H8A4	ENSP00000311750
O95613	ENSP00000352572
Q8N1M1	ENSP00000266661
O43781	ENSP00000356076
Q0D2K0	ENSP00000406456
Q0D2K0	ENSP00000311687
Q8N1M1	ENSP00000449377
Q9ULQ0	ENSP00000249344
O43781	ENSP00000356075
Q9ULQ0	ENSP00000392393
C9JJ37	ENSP00000410162
Q96DN0	ENSP00000266397
O43781	ENSP00000356073
Q5H8A4	ENSP00000415203
Q96DY2	ENSP00000299732
C9JJ37	ENSP00000395461
Q9P242	ENSP00000272907
Q96DY2	ENSP00000400669
Q6P5S2	ENSP00000328069
Q8N392	ENSP00000357131
P0C7U3	ENSP00000445280
Q5H8A4	ENSP00000426002
O15211	ENSP00000420211
Q9UMX5	ENSP00000355955
Q9NQC8	ENSP00000264021
Q9NQC8	ENSP00000264020
Q5H8A4	ENSP00000372494
Q92733	ENSP00000271526
P61009	ENSP00000427463
P42330	ENSP00000369927
Q7Z7M9	ENSP00000259056
Q8WWV6	ENSP00000392707
Q8WWV6	ENSP00000383746
Q5VTH9	ENSP00000360065
Q96C23	ENSP00000272252
Q5VTH9	ENSP00000360062
Q9NXV6	ENSP00000427108
Q9H063	ENSP00000318604
Q99943	ENSP00000378874
Q9H063	ENSP00000436720
Q99943	ENSP00000364248
Q92802	ENSP00000394239
Q99943	ENSP00000378877
O75293	ENSP00000215631
Q99943	ENSP00000364245
Q92802	ENSP00000267068
Q99943	ENSP00000378875
Q99943	ENSP00000337463
Q96AQ9	ENSP00000364814
Q92802	ENSP00000382328
Q13153	ENSP00000348696
P31949	ENSP00000271638
Q13153	ENSP00000278568
Q5T2N8	ENSP00000368062
P26010	ENSP00000267082
P26010	ENSP00000408741
P26010	ENSP00000455374
Q13555	ENSP00000277853
P27544	ENSP00000485308
P27544	ENSP00000389044
Q13555	ENSP00000315599
P09769	ENSP00000363117
P09769	ENSP00000363116
P09769	ENSP00000363115
A2RTY3	ENSP00000479676
P09769	ENSP00000382126
Q7Z6P3	ENSP00000229824
Q13555	ENSP00000307082
Q9NXH9	ENSP00000221504
Q9BQE9	ENSP00000223368
P01854	ENSP00000481089
Q9BQE9	ENSP00000393230
Q96BI1	ENSP00000307859
Q9BVJ6	ENSP00000377944
Q96BI1	ENSP00000311139
Q9BWH6	ENSP00000306123
Q9BWH6	ENSP00000455363
Q96BI1	ENSP00000369948
Q9BVJ6	ENSP00000388669
P45379	ENSP00000356287
Q6TFL4	ENSP00000242810
P45379	ENSP00000356291
Q13555	ENSP00000319060
Q96Q42	ENSP00000264276
Q14576	ENSP00000352162
Q9Y473	ENSP00000262259
Q14576	ENSP00000390878
P07305	ENSP00000344504
Q9NXH9	ENSP00000466967
Q9BWX1	ENSP00000333024
Q9P287	ENSP00000278100
Q13472	ENSP00000321636
Q6TFL4	ENSP00000395012
Q9NXG0	ENSP00000370021
Q9P287	ENSP00000299130
Q9NXG0	ENSP00000370015
Q9P287	ENSP00000357748
Q6TFL4	ENSP00000419010
Q9BWX1	ENSP00000246282
Q13472	ENSP00000462790
P09086	ENSP00000373992
P04234	ENSP00000300692
Q01130	ENSP00000376276
P50219	ENSP00000252971
Q9BWX1	ENSP00000480003
Q9Y3N9	ENSP00000366380
Q9NXH9	ENSP00000350352
Q9NXH9	ENSP00000416149
P04234	ENSP00000376622
P50219	ENSP00000438552
P09086	ENSP00000431603
Q13472	ENSP00000442336
P09086	ENSP00000437224
Q8IYN6	ENSP00000331298
Q5J5C9	ENSP00000417128
Q01130	ENSP00000353089
O15344	ENSP00000370156
P09086	ENSP00000436988
O15344	ENSP00000370157
O15344	ENSP00000370162
O15344	ENSP00000370164
Q01130	ENSP00000462425
O15344	ENSP00000370159
P45379	ENSP00000356289
P45379	ENSP00000422031
Q01130	ENSP00000391278
Q6ZVL6	ENSP00000315295
O15344	ENSP00000414521
Q6ZVL6	ENSP00000265654
O15344	ENSP00000312678
Q01130	ENSP00000441780
Q53GD3	ENSP00000393939
A6NGD5	ENSP00000435234
Q8NDV7	ENSP00000326900
A6NGD5	ENSP00000365443
Q8NDV7	ENSP00000379144
Q5TFG8	ENSP00000237275
P49761	ENSP00000344112
O75094	ENSP00000430333
Q53GD3	ENSP00000448088
Q53GD3	ENSP00000449039
O75094	ENSP00000332164
P81534	ENSP00000324633
Q9NVP4	ENSP00000351734
Q9UI47	ENSP00000389714
P61296	ENSP00000352565
P16615	ENSP00000311186
Q9NVP4	ENSP00000477046
Q9NVP4	ENSP00000262547
Q9NY37	ENSP00000442477
P45379	ENSP00000353535
Q9UBD5	ENSP00000376586
P45379	ENSP00000236918
P16615	ENSP00000440045
Q8IVY1	ENSP00000430918
Q8IVY1	ENSP00000429399
Q9UBD5	ENSP00000257789
Q9UBD5	ENSP00000444695
Q6V1P9	ENSP00000485514
Q9UKV5	ENSP00000290649
O75390	ENSP00000342056
Q9NWV4	ENSP00000294360
Q8N4F0	ENSP00000170150
P29122	ENSP00000482760
Q9H160	ENSP00000307183
P48775	ENSP00000444788
Q92575	ENSP00000272638
Q537H7	ENSP00000419160
P49761	ENSP00000431825
P62945	ENSP00000449026
P29122	ENSP00000479496
P21453	ENSP00000305416
P49761	ENSP00000378505
Q00266	ENSP00000361287
P62945	ENSP00000420821
Q14680	ENSP00000298048
Q9UDY2	ENSP00000366453
Q9UDY2	ENSP00000345893
Q9UDY2	ENSP00000265384
P50607	ENSP00000305426
O75608	ENSP00000320043
Q96G04	ENSP00000389710
Q9HC21	ENSP00000397818
P50607	ENSP00000299506
Q9HCN4	ENSP00000424678
Q9UDY2	ENSP00000438262
Q96G04	ENSP00000398502
O75608	ENSP00000344477
Q9HCN4	ENSP00000427269
Q9UDY2	ENSP00000442090
Q9UDY2	ENSP00000392178
Q9HC21	ENSP00000385312
A6NC98	ENSP00000349238
Q9HC21	ENSP00000402202
P29122	ENSP00000477768
P29122	ENSP00000478081
P01912	ENSP00000331343
Q30134	ENSP00000331343
P20039	ENSP00000331343
Q95IE3	ENSP00000331343
Q5Y7A7	ENSP00000331343
Q9GIY3	ENSP00000331343
Q95IE3	ENSP00000412168
Q5Y7A7	ENSP00000412168
Q9GIY3	ENSP00000412168
Q9HC21	ENSP00000319574
Q9HC21	ENSP00000463795
Q8IWT6	ENSP00000361682
Q8IWT6	ENSP00000361680
Q9BZC7	ENSP00000344155
A6NC98	ENSP00000301897
Q8IWT6	ENSP00000259324
Q14680	ENSP00000439184
Q5CZA5	ENSP00000365414
Q9HC21	ENSP00000364410
Q14680	ENSP00000445452
P62952	ENSP00000380326
Q5CZA5	ENSP00000412999
P62952	ENSP00000362637
O95870	ENSP00000379282
Q8N3G9	ENSP00000413163
P16871	ENSP00000306157
P62952	ENSP00000380324
P62952	ENSP00000380323
Q8N3G9	ENSP00000341256
